,video_id,channelTitle,publishedAt,title,description,tags,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption
741,IU5fuoYBTAM,codebasics,2020-08-18T16:00:12Z,Stochastic Gradient Descent vs Batch Gradient Descent vs Mini Batch Gradient Descent |DL Tutorial 14,"Stochastic gradient descent, batch gradient descent and mini batch gradient descent are three flavors of a gradient descent algorithm. In this video I will go over differences among these 3 and then implement them in python from scratch using housing price dataset. At the end of the video we have an exercise for you to solve.

🔖 Hashtags 🔖
#stochasticgradientdescentpython #stochasticgradientdescent #batchgradientdescent #minibatchgradientdescent #gradientdescent

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Next Video: https://www.youtube.com/watch?v=5ogmEkujoqE&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=15
Previous video: https://www.youtube.com/watch?v=PQCE9ChuIDY&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=13

Code of this tutorial: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/8_sgd_vs_gd/gd_and_sgd.ipynb
Exercise: Go at the end of above link to find description for exercise

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  


Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['stochastic gradient descent python', 'stochastic gradient descent vs gradient descent', 'mini batch gradient descent python code', 'mini batch gradient descent vs batch gradient descent', 'mini batch gradient descent', 'stochastic gradient descent', 'batch gradient descent', 'gradient descent vs stochastic gradient descent', 'batch gradient descent vs stochastic gradient descent', 'stochastic gradient descent explained', 'stochastic gradient descent medium', 'stochastic gradient descent convergence']",84208,2424,0,193,PT36M47S,hd,false
742,PQCE9ChuIDY,codebasics,2020-08-15T14:00:10Z,"Implement Neural Network In Python | Deep Learning Tutorial 13 (Tensorflow2.0, Keras & Python)","In this video we will implement a simple neural network with single neuron from scratch in python. This is also an implementation of a logistic regression in python from scratch. You know that logistic regression can be thought of as a simple neural network. The pre requisite for this tutorial is the previous tutorial on gradient descent (link below). We will be using gradient descent python funciton written in previous video to implement our own custom neural network class.

Watch previous video on gradient descent: https://youtu.be/pXGBHV3y8rs

Code of this tutorial: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/7_nn_from_scratch/7_neural_network_from_scratch.ipynb

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖 Hashtags 🔖
#NeuralNetworkPython #NeuralNetworkdeeplearning #NeuralNetwork #implementneuralnetwork #gradientdescentpython

Next video: https://www.youtube.com/watch?v=IU5fuoYBTAM&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=14

Previous video: https://www.youtube.com/watch?v=pXGBHV3y8rs&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=12

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['implement neural network from scratch python', 'Implement Neural Network In Python', 'implement neural network', 'neural network python', 'implement neural network in python', 'neural network in python', 'neural network implementation', 'neural networks', 'deep learning', 'implement neural network in keras', 'implement neural network in tensorflow', 'deep learning neural network implementation', 'keras neural network implementation', 'tensorflow neural network implementation']",52218,1040,0,67,PT13M23S,hd,false
743,E1yyaLRUnLo,codebasics,2020-08-14T18:10:33Z,"Loss or Cost Function | Deep Learning Tutorial 11 (Tensorflow Tutorial, Keras & Python)","Loss or a cost function is an important concept we need to understand if you want to grasp how a neural network trains itself. We will go over various loss functions in this video such as mean absolute error (a.k.a MAE), mean squared error (a.k.a MSE), log loss or binary cross entropy. After going through theory we will implement these loss functions in python. It is important to go through this implementation as it might be useful during your interviews (if you are targeting a role of a data scientist or a machine learning engineer)

Code: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/5_loss/5_loss_or_cost_function.ipynb
Exercise: Go at the end of the above notebook to see the exercise

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖 Hashtags 🔖
#lossfunction #costfunction #costfunctionneuralnetwork #lossfunctionneuralnetwork #costfunctiondeeplearning #lossfunctiondeeplearning 

Why not MSE for logistic regression:
https://towardsdatascience.com/why-not-mse-as-a-loss-function-for-logistic-regression-589816b5e03c

Next video: https://www.youtube.com/watch?v=pXGBHV3y8rs&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=12

Previous video: https://www.youtube.com/watch?v=Wibxjrxf5ko&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=10

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['neural network cost function', 'neural network cost function python code', 'cost function tensorflow', 'deep learning cost function', 'loss function', 'loss function neural network', 'loss function in deep learning', 'cost function deep learning', 'loss function deep learning', 'loss function explained', 'cost function', 'cost function keras', 'loss function keras', 'deep learning cost', 'Cost function deep learning', 'what is loss function in deep learning', 'loss function in neural network']",74653,1876,0,82,PT24M37S,hd,false
744,pXGBHV3y8rs,codebasics,2020-08-14T17:35:49Z,"Gradient Descent For Neural Network | Deep Learning Tutorial 12 (Tensorflow2.0, Keras & Python)","Gradient descent is the heart of all supervised learning models. It is important to understand this technique if you are pursuing a career as a data scientist or a machine learning engineer. In this video we will see a very simple explanation of what a gradient descent is for a neural network or a logistic regression (remember logistic regression is a very simple single neuron neural network). We will than implement gradient descent from scratch in python.
In my machine learning tutorial series I already have a video on gradient descent but that one is on linear regression whereas this video is for logistic regression for neural network. Here is the link of my linear regression GD video,

GD tutorial on regression:  https://www.youtube.com/watch?v=vsWrXfO3wWw

Code of this tutorial: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/6_gradient_descent/6_gradient_descent.ipynb

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖 Hashtags 🔖
#gradientdescent #gradientdescentneuralnetwork #gradientdescentdeeplearning #gradientdescentalgorithm #gradientdescentpython

Next video: https://www.youtube.com/watch?v=PQCE9ChuIDY&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=13

Previous video: https://www.youtube.com/watch?v=E1yyaLRUnLo&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=11

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub
Patreon: https://www.patreon.com/codebasics","['gradient descent neural network', 'gradient descent neural network example', 'gradient descent neural network explained', 'gradient descent how neural networks learn', 'gradient descent', 'gradient descent deep learning', 'what is gradient descent in deep learning', 'deep learning gradient descent', 'what is gradient descent in neural network', 'gradient descent in tensorflow', 'gradient descent in keras', 'deep learning gradient descent tutorial', 'gradient descent in deep learning']",90992,2474,0,260,PT41M34S,hd,false
745,Wibxjrxf5ko,codebasics,2020-08-04T14:00:10Z,"Matrix Basics | Deep Learning Tutorial 10 (Tensorflow Tutorial, Keras & Python)","Matrix fundamentals are essential to understand how deep learning works. In this video we will go over what is matrix, matrix multiplication, dot product etc. We will also do some coding in numpy to multiply matrix, find out dot product and so on. As usual I have intersting exercise for you to solve so make sure you work on that exercise.

Code shown in this video: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/4_matrix_math/4_matrix_math.ipynb
Exercise: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/4_matrix_math/4_matrix_math.md
Useful reading on matrix fundamentals: https://www.mathsisfun.com/algebra/matrix-introduction.html

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖 Hashtags 🔖
#matrixdeeplearning #matrixtutorial #matrixbasics #matrixdeeplearning #matrixinpython

Next video: https://www.youtube.com/watch?v=rYQIQrGmydU&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=11

Previous video: https://www.youtube.com/watch?v=cT4pQT5Da0Q&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=9

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['matrix explained', 'matrix deep learning', 'matrix in neural network training', 'neural network training matrix', 'deep learning training matrix', 'matrix in python', 'python matrix', 'matrix python', 'deep learning matrix', 'matrices in python', 'matrices python', 'matrices for deep learning', 'deep learning matrices', 'matrices in deep learning', 'matrix input neural network', 'matrix tensorflow', 'matrix keras', 'matrix keras tutorial', 'matrix tensorflow tutorial', 'matrix in deep learning']",50359,1485,0,54,PT11M42S,hd,false
746,cT4pQT5Da0Q,codebasics,2020-08-01T13:30:10Z,"Derivatives | Deep Learning Tutorial 9 (Tensorflow Tutorial, Keras & Python)","Derivatives and partial derivatives are important concepts that we need to understand in order to gain knowledge on how neural network training works. We will be covering error back-propagation algorithm, gradient descent, chaining rule etc in upcoming videos. This video on derivatives and partial derivatives is a pre-requisite for those advanced level videos later. Derivative is very much similar to a slope. But it is a function and used for non linear equations. Slope is a constant and is used for linear equations. At the end of this video I have an exercise for you to solve. Please find derivative for those 6 equations and let me know how many you got right out of 6.

Exercise: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/3_derivatives/derivatives_exercise.md
Derivatives: https://www.mathsisfun.com/calculus/derivatives-introduction.html

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖 Hashtags 🔖
#derivativeneuralnetwork #derivative #derivativedeeplearning #deeplearningtutorial

Next video: https://www.youtube.com/watch?v=Wibxjrxf5ko&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=10

Previous video: https://www.youtube.com/watch?v=icZItWxw7AI&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=8

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['derivative neural network', 'partial derivative explained', 'derivatives deep learning', 'derivatives tensorflow', 'derivatives neural network', 'derivatives training in deep learning', 'derivative deep learning', 'derivative in tensorflow', 'deep learning derivative tutorial', 'derivative keras', 'derivative deep learning in neural network', 'derivative in deep learning', 'how to use derivative in deep learning', 'deep learning and derivative', 'the derivative deep learning', 'derivative for deep learning']",55071,1795,0,156,PT12M35S,hd,false
747,GKGIYPmdXGc,codebasics,2020-07-31T12:30:01Z,NVIDIA TITAN RTX UNBOXING,"Titan RTX full specs: https://www.nvidia.com/en-us/deep-learning-ai/products/titan-rtx/
NVIDIA gifted me this monster GPU (worth 2500$) to support my work on youtube. Thanks NVIDIA. I am planning to create some awesome deep learning tutorials using this GPU.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Website: http://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['NVIDIA GPU unboxing', 'deep learning GPU', 'codebasics nvidia gpu']",4395,168,0,49,PT3M2S,hd,false
748,3r-zD_i4rbs,codebasics,2020-07-21T12:30:13Z,Data science career tips from Ken Jee (Data scientist and a youtuber),"I had a conversation with Ken Jee who is a head of data science department in the scouts consulting group. He also runs a youtube channel on data science. 
Ken Jee's channel: https://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg

We discussed the following topics,
00:00 About ken
14:41 What's the most important trait/soft skills you look for when interviewing a candidate? 
18:12 Do we need to know complex algorithms for python for data science?
22:43 I have to learn python and some libraries like Numpy, Pandas, Matplotlob.. does it sufficient?
25:13 As a beginner which sort of personal projects I should choose?
27:19 How we can deployment any Ml and Dl model in production with help of Flask or any other Platform?
28:49 How we can become expert in Data Analytics and Visualization Tools Like Tableau and Power BI
29:15 How much Important to having knowledge regarding the DataBase Management Like SQL
30:35 What is the best way to upskill me. Should I do more projects or compete in Kaggle competitions?
31:01 How the current situations impact the opportunity to become data scientist for freshers
35:25 Why data science jobs now get in a big demand?
40:12 How to prepare for data science interviews?
44:56 Which language you prefer for Sports Analytics R or Python?
45:23 Is Seaborn HeatMaps the best visualization for sports(Football, NBA, Cricket)?
48:05 What type of challenge you faced in data science projects?
51:25 Discuss Neural Networks and Backpropagation in Machine learning.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Ken's project playlist: https://www.youtube.com/watch?v=MpF9HENQjDo&list=PL2zq7klxX5ASFejJj80ob9ZAnBHdz5O1t&index=1
Data structures in python playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu_n_a__MI_KktGTLYopZ12
Gradient descent python: https://www.youtube.com/watch?v=vsWrXfO3wWw
Statistics book: https://amzn.to/3hdWJJt

Website: http://codebasicshub.com/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub",,3925,168,0,21,PT53M31S,hd,false
749,icZItWxw7AI,codebasics,2020-07-20T12:30:08Z,"Activation Functions | Deep Learning Tutorial 8 (Tensorflow Tutorial, Keras & Python)","Activation functions (step, sigmoid, tanh, relu, leaky relu ) are very important in building a non linear model for a given problem. In this video we will cover different activation functions that are used while building a neural network. We will discuss these functions with their pros and cons,
1) Step
2) Sigmoid
3) tanh
4) ReLU (rectified linear unit)
5) Leaky ReLU 
We will also write python code to implement these functions and see how they behave for sample inputes.

Github link for code in this tutorial: : https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/2_activation_functions/2_activation_functions.ipynb

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖 Hashtags 🔖
#activationfunction #activationfunctionneuralnetwork #neuralnetwork #deeplearning 
Next video: https://www.youtube.com/watch?v=cT4pQT5Da0Q&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=9

Previous video: https://www.youtube.com/watch?v=iqQgED9vV7k&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=7

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['activation functions neural networks', 'activation function explained', 'activation functions in deep learning', 'activation functions in machine learning', 'activation function example', 'activation function relu', 'activation function tanh', 'activation function in neural network', 'activation functions', 'relu activation function', 'relu activation function tensorflow', 'relu activation function keras', 'activation function keras', 'relu activation function python', 'activation function deep learning']",117410,4324,0,142,PT16M29S,hd,false
750,iqQgED9vV7k,codebasics,2020-07-18T13:30:09Z,Neural Network For Handwritten Digits Classification | Deep Learning Tutorial 7 (Tensorflow2.0),"In this video we will build our first neural network in tensorflow and python for handwritten digits classification. We will first build a very simple neural network with only input and output layer. After that we will add a hidden layer and check how the performance of our model changes. 

🔖 Hashtags 🔖
#handwrittendigitrecognition #tensorflowtutorial #handwritingrecognition #mnisttensorflowtutorial

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Github link for code in this tutorial: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/1_digits_recognition/digits_recognition_neural_network.ipynb

Next video: https://www.youtube.com/watch?v=icZItWxw7AI&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=8

Previous video: https://www.youtube.com/watch?v=z-ZR_8BZ1wQ&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=6

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['digit recognition neural network', 'handwritten digit recognition using tensorflow', 'handwritten digit recognition', 'handwritten digit recognition using cnn', 'handwritten digits classification', 'handwritten digit recognition with tensorflow', 'mnist neural network', 'mnist digit recognition', 'handwritten recognition using neural network', 'mnist digit recognition python', 'digit recognition using machine learning', 'convolutional neural network mnist', 'handwritten digits classification using cnn']",212518,3889,0,394,PT36M39S,hd,false
751,z-ZR_8BZ1wQ,codebasics,2020-07-17T12:30:57Z,"Pytorch vs Tensorflow vs Keras | Deep Learning Tutorial 6 (Tensorflow Tutorial, Keras & Python)","We will go over what is the difference between pytorch, tensorflow and keras in this video. Pytorch and Tensorflow are two most popular deep learning frameworks. Pytorch is by facebook and Tensorflow is by Google. Keras is not a full fledge deep learning framework, it is just a wrapper around Tensorflow that provides some convenient APIs.

🔖 Hashtags 🔖
#pytorch #tensorflow #keras #tensorflowtutorial #keratutorial #pytorchtutorial

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Next video: https://www.youtube.com/watch?v=iqQgED9vV7k&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=7

Previous video: https://www.youtube.com/watch?v=VC-EliTgMEM&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=5

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Website: https://codebasics.io/
Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['kera tutorial', 'pytorch vs tensorflow', 'pytorch vs tensorflow vs keras', 'tensorflow vs keras', 'keras', 'tensorflow vs pytorch', 'keras vs tensorflow', 'pytorch', 'keras tutorial', 'keras vs tensorflow vs pytorch', 'keras vs pytorch', 'tensorflow', 'deep learnign with keras tensorflow and pytorch', 'deep learning keras', 'pytorch vs tensorflow for beginners', 'pytorch vs tensorflow performance', 'pytorch and tensorflow difference', 'tensorflow vs Keras difference', 'difference between pytorch keras tensorflow']",113088,1891,0,45,PT2M17S,hd,false
752,VC-EliTgMEM,codebasics,2020-07-16T12:30:03Z,"Install tensorflow 2.0 | Deep Learning Tutorial 5 (Tensorflow Tutorial, Keras & Python)","I will show how to install tensorflow 2.0 on windows computer. I will be installing it on top of anaconda. 

Video to install anaconda on windows: https://www.youtube.com/watch?v=Vt6loGK9Adc

🔖 Hashtags 🔖
#installtensorflow #installtensorflowwindows #tensorflowinjupyternotebook #tensorflowonwindows

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Next video: https://www.youtube.com/watch?v=z-ZR_8BZ1wQ&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=6

Previous video: https://www.youtube.com/watch?v=ER2It2mIagI&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=4

Code for logistic regression: https://github.com/codebasics/py/blob/master/ML/7_logistic_reg/7_logistic_regression.ipynb

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO

Prerequisites for this series:   
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['install tensorflow windows', 'install tensorflow', 'install tensorflow windows 10', 'how to install tensorflow', 'how to install tensorflow in jupyter notebook', 'how to install tensorflow on windows 10', 'how to install tensorflow in anaconda', 'install tensorflow in jupyter notebook', 'install tensorflow in anaconda', 'tensorflow installation windows 10', 'tensorflow install', 'how to install tensorflow in python 3.10', 'install tensorflow in python 3.10', 'install tensorflow in pycharm']",143553,1319,0,153,PT2M37S,hd,false
753,ER2It2mIagI,codebasics,2020-07-14T12:30:09Z,"What is a Neural Network | Deep Learning Tutorial 4 (Tensorflow2.0, Keras & Python)","What is a neural network?: Very simple explanation of a neural network using an analogy that even a high school student can understand it easily. what is a neural network exactly? I will discuss using a simple example various concepts such as what is neuron, error backpropogation algorithm, forward pass, backward pass, neural network training etc. 

3b1b Video on neural net with some math: https://www.youtube.com/watch?v=aircAruvnKk

🔖 Hashtags 🔖
#neuralnetwork #artificialneuralnetwork #neuralnetworktutorial #deeplearning #deeplearningtensorflow #deeplearningtutorialpython #deeplearningtutorial 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Next video: https://www.youtube.com/watch?v=VC-EliTgMEM&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=5

Previous video: https://www.youtube.com/watch?v=VhRtaziEWd4&list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO&index=3

Entire Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO

Prerequisites for this series:
   1: Python tutorials (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0    
   2: Pandas tutorials(first 8 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy
   3: Machine learning playlist (first 16 videos): https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['how neural network works', 'neural network tutorial', 'neural network', 'how neural networks work', 'neural network tutorial for beginners', 'what are neural networks', 'neural networks', 'neural network in deep learning', 'neural networks for machine learning', 'neural network explained', 'what is a neural network', 'deep learning neueal network', 'simple explanation of neural network', 'artificial neural network', 'what is neural network', 'introduction to neural networks', 'deep learning and neural network']",196217,8014,0,872,PT11M1S,hd,false
